date,nf_Adj Close,nf_Close,nf_High,nf_Low,nf_Open,nf_Volume,bnf_Adj Close,bnf_Close,bnf_High,bnf_Low,bnf_Open,bnf_Volume,vix_Adj Close,vix_Close,vix_High,vix_Low,vix_Open,vix_Volume,ret_1d,ret_5d,ret_10d,ret_20d,ret_intraday,ret_overnight,high_low_range,log_volume,volume_ratio_20d,close_vs_ma5,close_vs_ma20,close_vs_ma50,momentum_5_20,vol_5d,vol_20d,vol_50d,rsi_14,bn_ret_1d,bn_ret_5d,nifty_bn_spread,nifty_bn_corr_20d,vix_level,vix_change,vix_5d_change,vix_ma_ratio,close_vs_252d_high,close_vs_252d_low,dow,ret_zscore,ma5_smooth_signal,volume_normalized
2022-01-03,17625.69921875,17625.69921875,17646.650390625,17383.30078125,17387.150390625,200500,36421.4765625,36421.8984375,36492.1015625,35526.6015625,35585.19921875,219000,16.450000762939453,16.450000762939453,16.809999465942383,15.449999809265137,16.219999313354492,0,,,,,0.0137198346345254,,0.0149412290602832,12.20856952572876,,,,,,,,,,,,,,16.450000762939453,,,,,,0,,,0.1803011803011803
2022-01-04,17805.25,17805.25,17827.599609375,17593.55078125,17681.400390625,247400,36839.71875,36840.1484375,36887.80078125,36374.3984375,36551.25,190500,16.1200008392334,16.1200008392334,16.68000030517578,15.710000038146973,16.450000762939453,0,0.0101868742352642,,,,0.0070045135927506,0.0031602248049113,0.0131449335519018,12.418761738940525,,,,,,,,,,0.0114834760938591,,-0.0012966018585949,,16.1200008392334,-0.0200607847052213,,,,,1,1.1449721316705,,0.228021978021978
2022-01-05,17925.25,17925.25,17944.69921875,17748.849609375,17820.099609375,251500,37695.4609375,37695.8984375,37862.3984375,36756.3515625,36943.55078125,237400,17.229999542236328,17.229999542236328,17.3799991607666,15.09000015258789,16.1200008392334,0,0.006739585234692,,,,0.005900662338031,0.0008340017340391,0.0109259067167821,12.435198268521932,,,,,,,,,,0.0232287337672321,,-0.01648914853254,,17.229999542236328,0.0688584767502851,,,,,2,0.7402122206783603,0.0080014933537695,0.2321937321937321
2022-01-06,17745.900390625,17745.900390625,17797.94921875,17655.55078125,17768.5,236500,37489.8125,37490.25,37752.5,37058.44921875,37242.55078125,199000,17.979999542236328,17.979999542236328,18.420000076293945,16.399999618530273,17.229999542236328,0,-0.0100054174627969,,,,-0.0012718917958747,-0.0087446479128603,0.0080243005069062,12.373703486914124,,,,,,,,,,-0.0054554592415662,,-0.0045499582212307,,17.979999542236328,0.0435287301175781,,,,,3,-1.2258851388043954,-0.0063039904296167,0.2169312169312169
2022-01-07,17812.69921875,17812.69921875,17905.0,17704.55078125,17797.599609375,239300,37739.1640625,37739.6015625,38134.8515625,37427.80078125,37667.05078125,183300,17.600000381469727,17.600000381469727,18.09000015258789,16.860000610351562,17.979999542236328,0,0.0037641836511315,,,,0.0008484070721001,0.0029133049105421,0.0112531636159332,12.385473273896464,,0.0016723567683309,,,,,,,,0.0066511042871146,,-0.0028869206359831,,17.600000381469727,-0.0211345478554633,,,,,4,0.3908584879544784,-0.0053539062816105,0.2197802197802197
2022-01-10,18003.30078125,18003.30078125,18017.44921875,17879.150390625,17913.30078125,232400,38347.453125,38347.8984375,38400.3515625,37929.3515625,37930.55078125,206500,17.68000030517578,17.68000030517578,18.38999938964844,15.84000015258789,17.600000381469727,0,0.0107003189218717,0.0214233522207341,,,0.0050241996770468,0.0056477438519876,0.0076818595548342,12.356215303959893,,0.0081093521112354,,,,0.0084631612683559,,,,0.0161182643646253,0.052880274851818,-0.0054179454427536,,17.68000030517578,0.0045454501120512,0.0747720051787121,,,,0,1.2052577142300582,0.002076187312145,0.2127594627594627
2022-01-11,18055.75,18055.75,18081.25,17964.400390625,17997.75,220200,38441.75390625,38442.19921875,38504.6015625,38031.75,38370.0,159500,17.760000228881836,17.760000228881836,18.25,16.440000534057617,17.68000030517578,0,0.0029133112526023,0.0140688841774194,,,0.0032226250503535,-0.0003083201973596,0.0064716009789125,12.302291503270716,,0.0082178442530329,,,,0.0077918879108761,,,,0.0024590860279787,0.0434865452284458,0.0004542252246235,,17.760000228881836,0.0045248824844552,0.1017369295451247,,,,1,0.2909541758306051,-0.0006990155216122,0.2003459503459503
2022-01-12,18212.349609375,18212.349609375,18227.94921875,18128.80078125,18170.400390625,245000,38727.1015625,38727.55078125,38851.44921875,38604.6015625,38719.6015625,156100,17.18000030517578,17.18000030517578,17.93000030517578,16.549999237060547,17.760000228881836,0,0.0086731157318304,0.0160164912274585,,,0.0023086568181317,0.0063497994060063,0.0054440223050057,12.409013489526863,,0.013711989834966,,,,0.0080776374867667,,,,0.0074228729963197,0.0273677611228841,0.0012502427355107,,17.18000030517578,-0.0326576529409522,-0.0029018710614577,,,,2,0.9672357257550868,0.0030489290507627,0.2255799755799755
2022-01-13,18257.80078125,18257.80078125,18272.25,18163.80078125,18257.0,303700,38469.50390625,38469.94921875,38717.55078125,38376.1484375,38717.55078125,159200,16.700000762939453,16.700000762939453,17.520000457763672,16.610000610351562,17.18000030517578,0,0.0024956237305924,0.0288461210396195,,,4.386160102974202e-05,0.0024516545960668,0.0059398840007813,12.62379565103384,,0.0104835465219335,,,,0.0037290487869201,,,,-0.0066516357813342,0.0261321068477804,0.0091472595119266,,16.700000762939453,-0.0279394373521472,-0.0711901452661366,,,,3,0.2419118227806612,0.0021874459667525,0.2853072853072853
2022-01-14,18255.75,18255.75,18286.94921875,18119.650390625,18185.0,229500,38369.953125,38370.3984375,38448.05078125,38007.75,38302.3515625,148600,16.559999465942383,16.559999465942383,17.100000381469727,15.34000015258789,16.700000762939453,0,-0.0001123235637506,0.024872748133738,,,0.0038905691503986,-0.0039873795383266,0.0091641717335633,12.343658308482738,,0.0054392145587007,,,,0.0045476824790069,,,,-0.0025877544231713,0.0167144550785822,0.0024754308594207,,16.559999465942383,-0.0083833108144378,-0.0590909598287461,,,,4,-0.0642976405266849,0.0014449092715689,0.2098087098087098
2022-01-17,18308.099609375,18308.099609375,18321.55078125,18228.75,18235.650390625,266700,38215.703125,38216.1484375,38617.5,38138.25,38212.55078125,140300,16.770000457763672,16.770000457763672,17.549999237060547,16.270000457763672,16.559999465942383,0,0.0028675682661627,0.0169301636310181,0.0387162167103742,,0.0039729440517924,-0.0011010015679991,0.0050688374670235,12.493879710170106,,0.0049483948180228,,,,0.0032200589166282,,,,-0.0040200260169633,-0.0034356511143558,0.0068875942831261,,16.770000457763672,0.0126812197218473,-0.0514705787163198,,,,0,0.2855833098786304,0.0073442687979126,0.2476597476597476
2022-01-18,18113.05078125,18113.05078125,18350.94921875,18085.900390625,18337.19921875,227500,38209.85546875,38210.30078125,38855.55078125,38095.3984375,38337.3984375,168800,17.780000686645508,17.780000686645508,17.8799991607666,16.770000457763672,16.770000457763672,0,-0.0106536905679234,0.0031735475541032,0.017287080004493,,-0.0122237008403554,0.0015894391005005,0.0146330306984712,12.334905517373144,,-0.0063830575977306,,,,0.007089583861581,,,,-0.0001530153217706,-0.0060323925845244,-0.0105006752461527,,17.780000686645508,0.0602266071146262,0.0011261518865943,,,,1,-1.3020014621779363,0.0021350914310243,0.2077737077737077
2022-01-19,17938.400390625,17938.400390625,18129.19921875,17884.900390625,18129.19921875,276700,38040.91015625,38041.3515625,38330.5,37769.25,38145.75,165300,17.81999969482422,17.81999969482422,18.450000762939453,15.9399995803833,17.780000686645508,0,-0.0096422404339412,-0.0150419481629642,0.0007336238336983,,-0.0105243935941565,0.0008915360363653,0.0136187632567659,12.530689165775016,,-0.0129972410874814,,,,0.0066269684606081,,,,-0.0044215621258052,-0.0177186319534109,-0.0052206783081359,,17.81999969482422,0.0022496629152974,0.0372525831361962,,,,2,-1.1832430795370634,-0.0004646996413324,0.2578347578347578
2022-01-20,17757.0,17757.0,17943.69921875,17648.44921875,17921.0,258100,37850.41015625,37850.8515625,38167.94921875,37591.8515625,38106.1015625,149600,17.790000915527344,17.790000915527344,18.450000762939453,17.31999969482422,17.81999969482422,0,-0.010112406160797,-0.0274294142679167,0.0006254745676845,,-0.0091512750404553,-0.0009700079296977,0.0166272455932871,12.461102385706706,,-0.017564018704051,,,,0.0064037399518752,,,54.11265792738583,-0.0050077085112767,-0.0160930198459491,-0.0051046976495202,,17.790000915527344,-0.0016834332104723,0.0652694672330083,,,,3,-1.238447107317186,0.0023742538822335,0.2389092389092389
2022-01-21,17617.150390625,17617.150390625,17707.599609375,17485.849609375,17613.69921875,277600,37573.86328125,37574.30078125,37741.0,37224.25,37522.3515625,157800,18.88999938964844,18.88999938964844,19.61000061035156,16.979999542236328,17.790000915527344,0,-0.0078757453046686,-0.034980738089369,-0.0109780570436602,,0.00019593680079,-0.0080701008757109,0.0125871662035651,12.533936507614786,,-0.0183648862938745,,,,0.0056594853541804,,,49.753799320290376,-0.0073063291797637,-0.0207477036639776,-0.0005694161249049,,18.88999938964844,0.0618324012092097,0.1407004830222353,,,,4,-0.9758318612801165,0.003945223653756,0.2587505087505087
2022-01-24,17149.099609375,17149.099609375,17599.400390625,16997.849609375,17575.150390625,323800,36947.12109375,36947.55078125,37694.69921875,36375.3515625,37601.94921875,231000,22.82999992370605,22.82999992370605,23.899999618530277,18.88999938964844,18.88999938964844,0,-0.0265679051873833,-0.0633053142996071,-0.0474469199983943,,-0.0242416577827559,-0.0023840404985332,0.0350776889138335,12.687881320225673,,-0.0319414357324228,,,,0.0076723459785826,,,33.79595821423645,-0.0166802837835575,-0.0331953299355822,-0.0098876214038258,,22.82999992370605,0.208576001130879,0.3613595289520046,,,,0,-3.1705526894795604,-0.0134142614024513,0.3057590557590557
2022-01-25,17277.94921875,17277.94921875,17309.150390625,16836.80078125,17001.55078125,326500,37706.3125,37706.75,37788.80078125,36415.6015625,36598.05078125,267500,21.36000061035156,21.36000061035156,24.13999938964844,21.18000030517578,22.82999992370605,0,0.0075134912216943,-0.0461049644582495,-0.0430777332013347,,0.0162572485919827,-0.00860388192301,0.0273382913327703,12.696185227698622,,-0.0153847694955832,,,,0.0120796610021018,,,34.08407225842144,0.0205480255848318,-0.0131784040155238,-0.0130345343631375,,21.36000061035156,-0.064388932030967,0.2013498192041678,,,,1,0.8310796003391071,0.0015471016892447,0.3085063085063085
